name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque1,torque2
Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,115,4000
Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,113.7,4000
Maruti Omni E 8 Str STD,2003,40000,90000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,,0,0
Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,90,3500
Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,113,4200
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,69,3500
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,113,4200
Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113,4200
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,320,1500
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,113.7,4000
Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90,3500
Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,173,4000
Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,109,4500
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,115,4000
Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320,1500
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62,3000
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72,4386
Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,104,4000
Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200,1750
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,113.75,4000
Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,69,3500
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,"11.4 kgm at 4,000 r",0
Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,140,1500
Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,,0,0
Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,134,4000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,150,4500
Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,104,4000
Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90,3500
Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,340,1800
Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,240,1600
Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,190,2000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,259.9,1900
Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72,4386
Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,200,1750
Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,330,1600
Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,101,3000
Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,96.1,3000
Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,12,3000
Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,330,1600
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,200,1400
Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190,2000
Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,110,4800
Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,111.8,4000
Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,190,2000
Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200,1750
Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,11,3000
Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,"11.4 kgm at 4,000 r",0
Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,0.0,0.0,0.0,,0,0
Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,113,4200
Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,135.4,2500
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,219.7,1500
Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,190,2000
Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,400,1750
Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,300,1750
Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,259.9,1900
Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190,2000
Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190,2000
Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,200,1750
Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190,2000
Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,190.25,1750
Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,343,1400
Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,140,1800
Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,134,4000
Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,117,4000
Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,115,4000
Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,20,1400
Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,247,1800
Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190,2000
Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113,4200
Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,104,4000
Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,219.7,1500
Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,290,1800
Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,223,1600
Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,140,1800
Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,140,1500
Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,12,3000
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,109,4500
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,114,4000
Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,200,1750
Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62,3000
Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,320,1700
Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,400,1400
Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,59,2500
Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114,4000
Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114,4000
Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,111.8,4000
Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113,4200
Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,111.8,4000
Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,114,4000
Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,114,4000
Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195,1400
Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,154.9,4200
Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,114.73,4000
Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,113,4200
Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,"11.4 kgm at 4,000 r",0
Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62,3000
Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190,2000
Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,114,4000
Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,160,1500
Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,,0,0
Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,114,4000
Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,108,4400
Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,114,3500
Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,59,2500
Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,200,1750
Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,200,1750
Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,130,4000
Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,248,2250
Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,145,4600
Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,0.0,0.0,0.0,,0,0
Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72,4386
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,200,1200
Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90,3500
Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,219.7,1500
Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114,3500
Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750
Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,115,4000
Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,11,4000
Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,114,4000
Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113,4200
Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,"11.4 kgm at 4,000 r",0
Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,78,4500
Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,90,3500
Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,20,1400
Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,190,2000
Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,160,2000
Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,78,4500
Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5.0,154.9,4200
Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,90,3500
Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,,0,0
Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,62,3000
Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,190,2000
Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,90,3500
Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,200,1750
Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,190,2000
Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,160,2000
Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,90,3500
Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160,2000
Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,200,2000
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,259.9,1900
Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,113,4200
Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,104,4000
Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,114,4000
Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7.0,420,1400
Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,72,4386
Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,109,4500
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,110,3750
Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,134,4000
Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,170,1800
Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,111.8,4000
Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,200,1900
Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,330,1600
Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,20,1400
Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,100,2700
Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5.0,177.5,4700
Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,400,1400
Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4.0,51,4000
Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,160,2000
Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,90,3500
Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,190,2000
Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,111.7,4000
Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72,4386
Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5.0,250,1250
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430,1750
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202,3600
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430,1750
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320,1500
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400,0
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213,4500
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90,3500
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190,2000
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110,4800
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200,1200
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113,4200
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132,3000
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113,4200
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400,1750
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400,1750
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110,4800
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153,3800
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350,1500
Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,111.7,4000
Toyota Etios Liva Diesel TRD Sportivo,2012,265000,162000,Diesel,Individual,Manual,Third Owner,0.0,0.0,0.0,,0,0
Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5.0,218,4200
Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190,2000
Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,259.8,1900
Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,20,1400
Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,200,1750
Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,14,3000
Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,,1000
Maruti Alto 800 VXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,69,3500
