rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affair_multiclass
5,22,2.5,3,3,12,3,4,0
5,32,9,3,4,17,4,6,0
5,22,2.5,2,3,14,5,4,0
4,37,23,5.5,2,12,3,2,0
5,27,2.5,0,4,16,5,3,0
4,22,2.5,0,1,14,3,4,0
4,22,2.5,1,2,12,3,4,0
5,22,2.5,0,3,12,3,5,0
5,27,6,2,2,14,5,4,0
5,27,2.5,0,3,16,4,5,0
4,32,2.5,0,3,17,4,4,0
5,32,6,2,4,20,4,4,0
5,27,13,3,1,12,3,4,0
5,32,16.5,3,3,12,4,2,0
5,17.5,0.5,0,1,12,2,4,0
4,27,2.5,0,1,20,6,6,0
4,22,2.5,0,2,12,3,4,0
4,22,0.5,0,3,12,5,2,0
5,42,23,1,2,12,2,2,0
3,22,0.5,0,1,12,3,3,0
5,32,9,2,2,20,4,5,0
4,32,16.5,2,2,14,5,4,0
5,27,6,2,2,12,3,2,0
5,27,2.5,0,1,16,3,5,0
5,22,0.5,0,3,12,3,3,0
4,27,2.5,0,3,17,4,1,0
5,27,2.5,0,3,12,3,2,0
5,42,23,2,3,9,2,4,0
5,27,2.5,0,3,14,3,4,0
5,22,0.5,0,2,16,4,4,0
5,37,13,2,2,17,4,5,0
4,42,23,2,1,12,3,4,0
4,27,6,1,3,16,4,5,0
5,42,23,2,3,12,3,3,0
5,22,2.5,0,3,16,4,4,0
5,32,13,2,2,16,4,4,0
5,22,2.5,0,3,14,4,5,0
4,32,9,2,1,12,2,2,0
4,22,2.5,0,1,12,3,2,0
4,22,6,2,2,14,3,6,0
5,22,2.5,0,2,14,3,4,0
4,22,2.5,0,3,14,4,4,0
5,22,2.5,0,3,14,5,5,0
5,22,6,0,3,12,5,5,0
3,42,23,2,2,14,3,5,0
5,22,2.5,0,1,12,2,5,0
4,22,2.5,0,2,14,3,6,0
5,22,2.5,0,1,16,5,5,0
4,17.5,2.5,0,2,14,3,3,0
4,37,13,0,3,20,5,5,0
5,27,2.5,0,2,12,3,4,0
5,22,2.5,0,2,14,3,4,0
4,42,23,2,2,16,4,5,0
5,22,2.5,1,1,12,2,4,0
4,27,6,1,2,16,3,3,0
4,37,16.5,2,2,12,3,2,0
4,37,13,5.5,2,14,2,6,0
5,22,0.5,0,3,16,3,4,0
4,27,2.5,1,2,12,3,5,0
4,22,2.5,0,3,14,3,4,0
5,27,6,2,2,16,4,6,0
5,22,0.5,0,2,12,3,2,0
5,27,2.5,0,1,12,2,2,0
4,22,2.5,1,1,12,3,5,0
4,27,0.5,0,3,14,3,2,0
4,22,2.5,0,2,16,4,1,0
3,32,13,1,1,12,3,2,0
5,32,6,2,2,16,4,5,0
5,42,23,4,3,14,2,2,0
4,22,2.5,1,3,14,3,4,0
5,32,2.5,1,1,12,4,5,0
4,32,13,2,1,16,3,6,0
5,27,6,2,2,14,4,5,0
5,32,16.5,4,4,14,2,3,0
4,22,0.5,0,3,12,3,4,0
4,22,2.5,1,1,14,3,4,0
4,32,9,2,3,16,4,4,0
5,22,2.5,0,2,14,1,1,0
4,27,2.5,2,3,16,2,4,0
3,27,16.5,2,3,12,3,5,0
5,22,2.5,0,3,16,3,2,0
3,27,2.5,1,3,12,2,2,0
4,22,2.5,0,2,12,3,2,0
5,42,23,5.5,3,12,3,2,0
4,37,13,2,2,17,4,5,0
5,32,2.5,0,2,12,2,2,0
3,37,23,3,3,14,4,5,0
5,22,0.5,0,3,16,4,2,0
5,32,16.5,3,4,16,4,2,0
5,22,2.5,0,2,12,4,4,0
5,37,16.5,2,4,20,6,4,0
5,27,6,1,2,16,4,2,0
4,37,16.5,2,3,12,3,5,0
5,42,23,3,3,17,4,4,0
4,37,16.5,3,2,16,3,4,0
4,37,13,2,3,14,4,2,0
5,22,2.5,0,1,12,5,4,0
5,22,0.5,0,4,16,4,6,0
5,22,6,1,1,14,2,4,0
3,22,2.5,1,2,12,4,4,0
5,27,2.5,0,2,14,4,6,0
5,22,2.5,0,2,12,3,4,0
4,42,23,2,2,14,3,5,0
4,22,2.5,0,2,12,3,4,0
5,22,0.5,1,2,12,2,2,0
3,27,6,2,2,14,2,4,0
5,22,2.5,0,3,14,3,3,0
5,22,0.5,0,3,14,3,5,0
5,42,23,3,3,12,3,2,0
4,27,2.5,0,1,16,3,3,0
5,27,2.5,0,2,14,2,2,0
5,27,9,2,4,12,2,4,0
4,22,2.5,0,4,16,4,5,0
4,27,6,2,1,16,4,5,0
5,27,6,1,3,16,4,5,0
5,32,16.5,3,3,12,2,3,0
4,17.5,2.5,0,2,12,3,5,0
4,32,2.5,0,3,17,4,2,0
3,32,16.5,3,3,14,5,6,0
5,22,2.5,1,3,12,3,3,0
4,32,23,4,4,14,4,2,0
5,22,2.5,0,1,16,4,5,0
5,22,0.5,0,3,14,3,2,0
3,22,2.5,0,2,16,4,6,0
4,37,6,0,3,20,4,3,0
4,22,0.5,0,3,12,2,2,0
4,32,9,0,3,14,4,4,0
5,22,2.5,0,3,12,2,2,0
4,32,13,3,3,14,4,4,0
4,22,2.5,1,4,14,3,5,0
4,22,2.5,0,3,12,2,4,0
5,17.5,2.5,0,3,12,3,2,0
5,27,2.5,1,2,12,2,2,0
5,22,2.5,1,1,12,3,4,0
4,27,6,1,3,14,3,3,0
4,42,23,2,3,12,3,3,0
4,37,16.5,3,2,16,4,4,0
5,42,23,5.5,4,12,3,5,0
5,27,9,2,2,12,2,4,0
5,27,6,0,2,14,2,3,0
5,22,0.5,0,3,16,4,2,0
5,42,23,5.5,2,16,4,6,0
4,22,2.5,0,3,16,4,5,0
5,32,13,1,3,14,3,5,0
5,27,2.5,0,3,16,4,4,0
5,42,23,4,3,14,4,4,0
5,22,2.5,1,2,12,2,4,0
3,32,9,2,2,14,3,4,0
5,27,2.5,0,3,12,3,3,0
4,22,0.5,0,3,14,4,2,0
2,37,16.5,5.5,3,14,3,5,0
5,42,23,4,3,12,5,4,0
3,27,9,0,2,12,3,6,0
5,42,16.5,3,2,14,3,4,0
4,27,9,2,3,14,2,4,0
4,17.5,0.5,0,2,12,3,5,0
4,22,2.5,0,4,12,2,5,0
4,22,2.5,1,2,12,2,4,0
5,22,0.5,0,3,14,3,4,0
5,32,16.5,3,2,12,3,5,0
4,32,16.5,2,3,14,4,5,0
5,22,2.5,0,1,17,4,4,0
5,27,2.5,0,2,16,5,6,0
5,32,0.5,0,1,12,4,5,0
3,22,6,1,2,9,2,2,0
4,27,13,3,2,12,3,2,0
5,37,0.5,0,3,12,3,4,0
5,17.5,0.5,0,3,12,3,2,0
4,27,2.5,0,2,16,4,3,0
4,37,9,2,3,17,4,4,0
4,22,6,2,3,12,3,2,0
4,42,23,3,3,14,3,5,0
5,22,2.5,1,1,14,3,2,0
3,22,2.5,0,2,16,3,5,0
5,22,6,1,2,12,3,4,0
4,37,16.5,3,4,16,4,3,0
3,42,23,5.5,2,14,3,2,0
5,22,2.5,0,3,12,2,2,0
4,27,2.5,1,4,16,4,2,0
4,32,9,3,3,14,2,2,0
5,37,16.5,3,2,12,3,4,0
5,22,6,1,2,12,3,4,0
5,22,2.5,1,3,12,2,2,0
4,27,9,1,2,14,3,4,0
5,22,2.5,0,4,16,6,6,0
4,32,2.5,0,3,17,4,3,0
5,27,9,0,3,12,3,3,0
4,22,6,0,1,14,3,5,0
5,42,23,4,4,12,3,2,0
5,32,16.5,4,3,12,5,4,0
5,32,16.5,3,3,12,3,4,0
4,27,6,0,2,12,3,4,0
4,32,2.5,0,3,16,3,4,0
5,27,6,1,2,16,3,3,0
5,22,0.5,0,1,12,3,2,0
5,42,23,4,4,12,2,4,0
2,32,6,2,2,16,4,6,0
5,22,6,2,3,16,4,2,0
4,22,2.5,1,2,12,5,4,0
5,42,23,5.5,3,12,3,2,0
5,32,6,2,2,14,4,4,0
5,42,23,2,2,14,5,3,0
4,27,6,0,3,14,3,5,0
4,37,16.5,3,3,14,3,4,0
5,42,16.5,3,2,12,5,2,0
4,32,16.5,3,2,12,3,4,0
5,22,2.5,0,2,14,5,1,0
4,27,9,2,3,14,4,3,0
5,22,6,1,2,9,4,2,0
4,22,2.5,2,2,14,3,4,0
5,27,9,1,3,16,4,4,0
4,27,6,2,3,14,3,4,0
5,22,2.5,0,4,9,3,5,0
5,22,2.5,0,3,20,4,6,0
5,27,2.5,0,2,16,4,2,0
5,22,2.5,0,3,17,4,5,0
5,27,13,2,3,12,3,4,0
4,27,2.5,0,3,16,4,5,0
4,42,23,2,4,12,4,2,0
5,27,6,2,2,17,4,1,0
3,27,2.5,0,1,16,4,5,0
4,27,6,1,3,12,4,6,0
5,27,6,1,2,16,4,3,0
5,22,0.5,0,2,12,2,2,0
2,22,0.5,0,2,14,3,5,0
4,27,2.5,0,3,14,3,5,0
5,27,6,1,1,14,4,2,0
4,37,23,3,3,14,2,6,0
3,22,2.5,0,1,14,3,5,0
4,27,9,2,3,17,4,6,0
4,42,23,5.5,3,12,3,2,0
4,22,0.5,0,3,16,3,5,0
5,22,2.5,0,1,14,3,5,0
5,22,6,0,2,12,3,5,0
4,27,6,1,3,16,4,3,0
4,42,23,4,3,12,3,4,0
5,22,0.5,0,3,12,3,5,0
4,22,2.5,0,1,16,2,4,0
5,22,0.5,0,4,14,3,4,0
5,27,2.5,0,3,14,3,4,0
5,22,2.5,0,4,14,3,6,0
4,37,16.5,4,3,14,4,5,0
5,22,2.5,0,2,12,2,2,0
5,22,2.5,0,2,14,3,5,0
4,22,2.5,1,4,16,3,2,0
5,37,23,4,1,14,3,2,0
5,27,2.5,0,1,16,3,5,0
3,37,9,1,2,17,5,5,0
5,22,0.5,0,4,16,4,2,0
5,27,9,2,2,14,4,5,0
5,32,6,1,3,12,3,2,0
4,22,2.5,0,3,14,3,5,0
4,27,6,0,1,14,3,5,0
4,17.5,0.5,0,3,14,3,5,0
4,27,6,1,1,16,5,4,0
4,22,2.5,0,2,14,3,5,0
4,27,6,0,3,14,4,5,0
4,27,6,2,3,16,4,5,0
4,27,6,0,1,20,4,4,0
5,22,2.5,0,4,14,5,4,0
5,27,2.5,0,4,20,6,5,0
5,22,0.5,0,2,17,4,2,0
5,37,23,4,2,14,3,5,0
5,37,16.5,4,4,12,4,5,0
5,27,2.5,0,1,14,5,5,0
5,42,23,4,3,12,3,4,0
5,27,13,3,1,14,2,4,0
4,22,2.5,0,2,14,3,4,0
5,32,16.5,4,4,12,2,4,0
3,37,16.5,2,3,12,3,4,0
5,22,2.5,0,2,12,3,2,0
4,27,2.5,1,3,12,3,2,0
5,27,2.5,0,3,12,3,2,0
5,32,13,3,3,12,3,4,0
4,27,2.5,1,2,16,4,4,0
4,22,0.5,0,3,12,3,5,0
4,27,2.5,0,2,16,4,4,0
4,27,2.5,0,2,17,5,6,0
2,22,2.5,0,1,16,4,1,0
4,32,9,2,3,14,2,4,0
5,42,23,3,2,12,3,4,0
3,27,2.5,0,2,14,4,4,0
5,27,13,0,3,12,3,4,0
4,22,2.5,0,3,12,3,2,0
4,17.5,0.5,0,3,17,2,4,0
4,27,6,1,2,12,3,6,0
5,22,6,0,4,14,4,1,0
3,27,6,1,3,16,4,5,0
5,22,6,2,3,12,4,5,0
5,27,6,2,3,16,4,6,0
5,27,2.5,1,3,14,5,5,0
4,22,2.5,1,2,14,1,5,0
4,32,13,2,3,12,2,6,0
4,27,16.5,2,3,20,4,4,0
4,32,9,2,2,17,4,5,0
4,37,16.5,3,3,14,2,5,0
5,17.5,0.5,0,3,12,2,2,0
4,22,2.5,0,2,16,4,1,0
4,27,9,1,3,14,3,5,0
5,27,6,2,3,14,4,2,0
1,32,16.5,5.5,2,12,2,2,0
3,27,9,1,2,14,3,5,0
3,32,13,4,3,12,2,4,0
5,42,13,4,4,14,3,4,0
3,22,2.5,1,3,14,3,2,0
5,32,13,2,2,12,2,2,0
5,27,2.5,0,3,16,4,5,0
4,22,2.5,0,2,16,4,5,0
5,22,2.5,0,3,12,3,4,0
5,22,2.5,0,2,12,2,4,0
3,37,16.5,2,2,14,2,2,0
5,32,9,2,2,20,4,6,0
5,27,13,2,2,12,5,5,0
3,37,13,1,4,12,2,2,0
5,42,23,3,2,12,2,2,0
4,22,2.5,0,3,14,3,4,0
4,42,23,2,4,14,3,2,0
3,22,2.5,0,1,14,3,2,0
4,27,0.5,0,2,14,3,3,0
4,42,13,2,1,20,4,4,0
4,22,2.5,0,2,14,3,2,0
5,27,6,0,4,16,3,5,0
4,22,0.5,0,3,14,3,4,0
5,32,2.5,0,3,17,4,4,0
5,22,2.5,0,3,12,3,2,0
4,32,16.5,4,1,12,2,2,0
3,27,6,0,3,17,4,4,0
5,32,13,2,3,16,2,2,0
5,27,2.5,0,3,16,4,5,0
4,32,16.5,2,2,14,4,5,0
4,17.5,0.5,0,2,12,2,2,0
4,37,23,3,2,12,3,5,0
5,27,13,2,3,14,3,4,0
5,32,16.5,3,2,12,2,2,0
5,27,6,2,2,14,2,5,0
5,22,2.5,0,3,12,3,2,0
5,27,2.5,1,3,16,4,4,0
3,17.5,2.5,1,3,12,3,2,0
5,22,2.5,0,2,14,4,2,0
5,22,0.5,0,4,16,4,2,0
4,27,2.5,0,3,12,3,2,0
4,27,6,2,1,12,2,2,0
4,22,6,1,2,14,3,4,0
4,27,2.5,0,3,17,4,1,0
2,32,16.5,3,4,16,4,4,0
4,22,2.5,0,2,14,3,2,0
5,27,2.5,0,2,17,4,3,0
4,27,2.5,0,3,16,4,2,0
5,27,6,2,4,12,3,2,0
5,32,16.5,2,3,14,2,2,0
5,17.5,2.5,0,2,14,4,4,0
4,42,16.5,5.5,3,12,2,5,0
5,27,2.5,1,2,12,4,4,0
4,32,2.5,0,3,16,5,5,0
5,22,6,1,2,12,2,2,0
4,27,6,1,3,16,4,4,0
4,37,16.5,2,2,20,4,4,0
5,17.5,0.5,0,3,12,3,2,0
4,37,16.5,3,3,12,5,2,0
5,27,2.5,0,2,16,2,2,0
4,27,6,0,2,14,3,1,0
4,27,9,2,3,20,4,4,0
5,32,16.5,2,4,12,2,5,0
5,27,2.5,2,3,17,4,5,0
5,37,16.5,2,3,14,3,2,0
4,42,23,3,3,14,3,2,0
5,32,16.5,2,3,14,3,4,0
4,22,0.5,0,2,12,3,5,0
5,27,6,1,1,20,3,5,0
3,27,2.5,0,3,17,4,3,0
4,32,13,2,3,14,3,5,0
4,22,2.5,1,2,14,3,4,0
4,27,2.5,0,1,12,3,4,0
5,22,2.5,0,3,12,3,4,0
3,42,23,3,3,12,5,2,0
5,27,6,0,3,14,3,4,0
4,37,16.5,2,3,16,4,5,0
4,27,6,0,4,14,3,3,0
5,22,6,1,3,12,3,4,0
5,32,6,1,2,17,4,3,0
5,22,0.5,0,2,12,3,4,0
4,22,2.5,0,3,14,3,4,0
4,22,0.5,0,3,12,3,4,0
3,32,2.5,1,2,14,3,4,0
2,32,6,0,3,17,4,3,0
5,32,9,2,4,17,4,4,0
4,42,23,2,3,12,3,4,0
5,42,23,3,4,17,4,6,0
5,22,2.5,1,2,12,2,5,0
5,42,23,2,2,12,2,2,0
4,27,6,1,2,12,2,4,0
4,27,2.5,0,1,14,3,3,0
5,22,2.5,0,2,16,2,1,0
4,42,16.5,4,4,17,4,5,0
5,27,2.5,0,1,14,3,4,0
3,32,9,1,3,14,2,5,0
5,22,2.5,0,3,14,4,6,0
4,22,6,0,3,12,3,4,0
5,22,2.5,0,2,16,4,2,0
4,22,0.5,0,3,16,4,5,0
5,22,0.5,1,3,16,4,5,0
4,32,9,0,2,14,3,2,0
3,27,2.5,1,3,14,4,4,0
4,27,6,0,2,20,4,6,0
5,22,2.5,0,1,16,4,2,0
5,22,2.5,2,3,12,2,4,0
5,22,6,3,3,12,3,2,0
4,27,9,2,3,14,6,4,0
4,32,16.5,5.5,3,14,2,2,0
5,32,6,2,3,17,2,6,0
4,22,0.5,0,3,17,5,5,0
5,27,6,2,4,12,2,2,0
5,42,23,4,4,12,3,5,0
4,22,2.5,0,2,12,2,5,0
4,42,23,3,3,12,2,2,0
5,32,9,2,3,14,2,2,0
5,42,23,3,2,12,3,2,0
4,42,23,2,2,12,3,5,0
5,27,9,1,4,16,3,3,0
5,22,2.5,0,3,12,2,2,0
3,32,16.5,2,2,9,2,4,0
5,22,2.5,0,3,16,3,5,0
5,32,9,1,4,20,4,5,0
5,27,6,2,4,14,3,2,0
5,42,23,2,3,14,3,4,0
5,32,16.5,2,1,14,4,5,0
5,27,9,3,1,20,1,6,0
5,32,13,2,4,20,6,6,0
5,22,2.5,0,2,17,5,4,0
4,27,6,0,3,14,3,5,0
5,27,2.5,0,4,16,5,5,0
4,17.5,2.5,1,2,12,5,6,0
5,22,0.5,0,4,16,3,2,0
4,22,2.5,0,4,16,3,1,0
5,37,23,5.5,3,12,2,2,0
4,22,0.5,0,1,12,5,2,0
3,32,9,3,3,14,3,6,0
4,22,2.5,0,1,12,2,4,0
3,27,6,4,3,16,4,5,0
4,22,2.5,1,3,14,4,5,0
4,32,6,0,1,16,3,2,0
5,32,16.5,3,3,17,4,5,0
3,22,2.5,1,2,16,4,4,0
5,27,6,0,3,16,2,1,0
5,32,6,0,4,17,4,5,0
5,27,6,2,3,14,3,5,0
4,22,2.5,0,3,12,3,3,0
5,42,23,3,2,12,5,5,0
4,22,2.5,0,2,16,4,5,0
5,27,6,0,2,20,4,1,0
5,32,9,3,3,12,2,4,0
5,42,23,4,1,14,4,4,0
4,27,6,1,1,14,3,5,0
5,22,2.5,0,1,14,3,1,0
5,27,6,0,2,12,3,5,0
5,27,2.5,1,3,16,4,4,0
5,37,13,1,2,14,5,5,0
4,22,2.5,0,2,16,4,4,0
5,22,2.5,0,3,12,4,4,0
3,22,6,1,2,12,2,2,0
5,22,0.5,0,2,16,4,5,0
4,32,13,1,2,12,3,4,0
4,22,6,0,1,14,3,5,0
5,22,2.5,0,1,14,3,1,0
3,27,6,0,2,14,3,1,0
3,27,13,4,3,12,2,2,0
4,22,2.5,0,3,16,4,5,0
5,27,6,2,2,16,4,6,0
5,22,2.5,0,2,12,2,5,0
4,17.5,2.5,0,2,12,2,2,0
5,42,16.5,3,2,12,2,2,0
3,27,6,2,2,9,4,2,0
5,27,2.5,0,1,20,4,6,0
5,22,2.5,0,3,12,5,4,0
5,32,16.5,4,3,12,5,5,0
5,27,0.5,0,3,16,5,5,0
4,22,2.5,0,4,14,1,6,0
5,32,13,3,3,12,2,2,0
4,22,2.5,0,3,16,3,1,0
5,27,2.5,0,1,20,6,1,0
4,27,2.5,0,3,17,4,4,0
5,22,2.5,0,4,12,3,4,0
5,17.5,0.5,0,4,9,2,2,0
2,27,9,1,1,12,3,5,0
4,22,2.5,0,3,12,3,2,0
4,22,2.5,0,2,12,3,2,0
5,42,23,3,1,16,4,6,0
4,22,2.5,1,3,12,3,2,0
3,27,6,1,3,12,3,2,0
5,27,0.5,0,4,17,3,2,0
4,42,23,1,3,12,5,5,0
4,32,16.5,3,3,12,3,5,0
5,22,6,0,2,12,2,4,0
4,22,2.5,0,2,16,4,4,0
4,22,2.5,0,3,14,3,1,0
3,27,9,2,1,12,2,2,0
5,22,2.5,0,3,12,3,2,0
5,37,16.5,2,1,12,3,4,0
4,42,23,3,3,12,3,4,0
5,27,2.5,0,2,12,3,4,0
4,32,2.5,0,1,14,3,2,0
3,22,0.5,0,2,16,3,1,0
5,22,0.5,0,4,16,3,1,0
5,42,23,5.5,3,12,2,5,0
4,22,2.5,1,3,12,3,2,0
4,27,2.5,0,1,14,3,2,0
2,42,23,4,4,12,3,2,0
4,22,2.5,0,4,17,5,1,0
4,27,6,1,2,14,2,4,0
5,27,6,3,2,14,5,5,0
5,27,6,3,2,14,3,4,0
4,27,6,2,3,14,3,5,0
4,22,2.5,0,2,14,3,4,0
4,22,2.5,2,2,14,2,2,0
3,42,23,3,2,12,3,5,0
5,22,0.5,0,2,17,4,2,0
5,27,9,4,2,12,3,2,0
5,22,0.5,0,1,16,4,5,0
4,22,2.5,0,2,16,4,2,0
5,17.5,0.5,0,3,14,3,5,0
5,27,6,1,3,12,3,6,0
2,27,6,0,3,17,2,5,0
5,27,0.5,0,2,12,3,4,0
5,22,2.5,0,1,12,5,4,0
5,27,2.5,0,2,16,4,4,0
4,37,16.5,2,2,16,4,3,0
5,22,2.5,0,2,14,3,2,0
5,27,2.5,0,1,16,4,1,0
5,42,23,5.5,3,14,3,4,0
5,37,16.5,4,2,14,2,5,0
4,27,0.5,0,2,17,4,4,0
5,27,6,0,3,20,6,2,0
4,27,13,2,2,12,3,4,0
3,22,6,1,2,12,4,2,0
5,32,13,2,2,16,4,2,0
5,27,2.5,0,2,17,3,6,0
5,27,6,4,3,12,3,4,0
4,42,23,2,3,12,3,2,0
4,22,2.5,0,4,17,4,2,0
5,32,16.5,3,3,12,2,4,0
5,22,2.5,0,1,16,3,5,0
5,22,0.5,0,3,12,5,2,0
4,42,23,5.5,4,12,3,5,0
5,42,16.5,2,3,16,4,4,0
4,22,2.5,0,1,12,3,2,0
2,22,2.5,1,2,14,3,4,0
3,22,2.5,0,1,12,3,3,0
4,32,13,2,3,17,4,3,0
5,27,6,1,3,16,4,5,0
4,32,9,2,2,16,4,5,0
5,27,2.5,0,2,16,4,4,0
2,22,2.5,2,3,14,4,2,0
5,22,0.5,0,4,16,4,5,0
5,27,2.5,0,3,14,3,2,0
5,27,6,1,3,12,2,4,0
4,27,6,2,4,12,3,2,0
4,22,2.5,0,2,14,3,2,0
4,22,2.5,0,1,12,4,3,0
5,22,2.5,0,2,14,3,5,0
5,22,2.5,2,3,14,3,4,0
3,32,6,2,3,17,2,4,0
4,27,6,3,3,14,4,4,0
4,42,23,3,3,14,3,4,0
5,22,0.5,0,3,12,3,4,0
4,42,13,4,3,12,2,5,0
5,22,6,0,4,14,1,5,0
2,32,13,1,3,20,4,3,0
4,22,2.5,0,1,12,2,4,0
5,22,2.5,0,2,17,4,5,0
5,42,23,5.5,2,12,5,5,0
4,17.5,2.5,1,2,12,3,2,0
5,27,13,1,2,14,3,5,0
5,22,0.5,0,2,16,4,5,0
4,32,2.5,0,1,12,3,4,0
5,17.5,0.5,0,4,12,4,5,0
5,22,0.5,2,2,16,4,4,0
3,17.5,2.5,1,2,14,2,1,0
3,27,6,0,3,14,3,2,0
4,22,2.5,0,3,16,4,5,0
5,22,6,2,2,12,3,4,0
4,22,2.5,2,3,12,3,5,0
4,22,6,1,2,12,3,5,0
4,27,2.5,0,3,20,4,4,0
5,27,2.5,0,3,17,3,5,0
4,22,2.5,0,3,14,3,5,0
5,27,2.5,0,2,14,2,2,0
5,27,2.5,0,2,17,4,4,0
5,22,2.5,0,3,14,2,2,0
5,22,0.5,0,2,14,3,5,0
4,42,23,3,4,17,3,6,0
5,37,23,5.5,3,12,5,5,0
4,22,6,1,3,12,2,2,0
4,22,2.5,0,2,12,3,4,0
5,32,2.5,0,1,14,3,3,0
4,17.5,2.5,0,2,12,3,3,0
5,37,23,5.5,3,12,2,3,0
5,22,2.5,1,3,12,3,2,0
5,42,23,5.5,4,16,4,5,0
5,42,23,4,3,12,3,3,0
4,27,6,0,2,14,5,3,0
4,32,13,2,3,16,3,3,0
4,27,6,2,3,12,2,4,0
4,32,13,3,4,14,3,5,0
5,32,13,3,2,12,3,2,0
3,42,23,5.5,2,14,3,2,0
1,37,13,3,4,17,2,4,0
5,22,2.5,0,2,14,5,5,0
4,22,2.5,0,1,12,5,4,0
4,22,2.5,0,3,14,3,2,0
4,22,6,3,2,14,4,2,0
5,27,2.5,0,3,17,4,5,0
4,22,0.5,0,2,14,3,5,0
5,22,0.5,0,3,17,4,4,0
4,27,9,0,2,12,3,2,0
4,27,0.5,0,3,16,4,6,0
4,27,6,2,3,12,2,6,0
4,22,2.5,0,2,14,4,4,0
5,22,6,0,3,12,4,6,0
4,22,0.5,0,2,12,3,5,0
5,17.5,0.5,0,2,12,4,2,0
5,27,2.5,1,1,17,4,5,0
3,27,9,2,1,14,3,5,0
4,27,0.5,2,2,14,3,5,0
4,22,2.5,0,2,14,2,5,0
4,27,2.5,0,3,12,3,2,0
2,27,6,2,2,14,3,2,0
5,27,2.5,0,3,14,2,4,0
5,42,9,0,4,20,4,4,0
5,22,2.5,0,2,14,4,3,0
5,37,13,5.5,4,17,4,5,0
4,42,23,2,3,14,4,3,0
5,32,16.5,3,4,14,4,3,0
5,37,16.5,1,3,12,3,5,0
5,22,2.5,0,3,14,3,5,0
5,27,2.5,0,3,20,6,1,0
4,42,23,3,3,14,4,5,0
4,42,23,4,1,16,4,5,0
3,27,2.5,0,2,16,3,5,0
5,37,16.5,3,2,16,4,3,0
5,42,23,5.5,3,14,4,4,0
4,22,2.5,1,1,14,3,4,0
5,27,9,1,3,12,2,5,0
5,22,2.5,0,2,14,3,6,0
4,22,2.5,1,2,14,2,2,0
3,42,23,3,4,12,3,4,0
5,42,23,3,3,12,3,4,0
4,32,13,2,1,14,3,4,0
4,37,16.5,5.5,3,12,4,5,0
4,27,6,1,4,12,3,4,0
5,42,23,5.5,3,16,4,5,0
5,32,6,2,2,16,2,5,0
2,32,9,2,4,14,4,5,0
5,27,13,2,3,12,3,4,0
5,42,23,5.5,4,14,4,2,0
5,42,23,3,3,12,3,5,0
5,22,0.5,0,2,14,4,3,0
3,37,16.5,2,3,12,5,2,0
4,27,6,2,3,12,3,2,0
4,37,16.5,2,2,14,3,2,0
2,32,16.5,2,2,12,3,4,0
4,27,2.5,0,2,14,4,4,0
5,37,23,2,2,14,3,2,0
5,22,0.5,0,4,14,4,2,0
5,42,16.5,3,2,12,3,4,0
4,37,13,3,2,12,2,4,0
5,32,13,2,4,12,2,2,0
4,22,2.5,0,3,12,3,2,0
5,27,2.5,1,3,14,5,5,0
5,22,0.5,0,4,16,4,6,0
5,37,16.5,5.5,3,12,2,4,0
4,32,9,2,2,16,4,4,0
5,22,2.5,0,1,14,3,5,0
5,22,2.5,0,3,16,4,5,0
4,32,16.5,4,3,12,2,4,0
5,22,2.5,0,4,14,3,2,0
5,37,23,3,4,14,2,4,0
5,27,6,0,2,16,4,1,0
5,22,2.5,0,2,12,3,4,0
5,32,6,0,4,20,4,4,0
4,32,16.5,2,2,14,4,2,0
4,22,0.5,0,3,16,4,4,0
3,22,2.5,0,3,14,3,2,0
4,22,2.5,0,1,14,5,4,0
5,27,2.5,0,2,17,4,5,0
5,22,2.5,0,2,14,3,5,0
2,42,16.5,3,3,14,3,5,0
3,22,2.5,0,4,14,3,3,0
5,27,6,0,2,20,4,4,0
5,27,6,1,2,12,4,2,0
4,22,2.5,0,1,14,3,4,0
4,37,16.5,3,1,12,3,2,0
4,32,16.5,3,2,14,3,2,0
3,27,6,1,1,14,3,4,0
4,27,6,1,3,17,4,3,0
4,42,23,2,3,20,4,4,0
4,27,6,2,2,12,3,4,0
4,32,9,2,3,12,5,5,0
5,42,23,2,2,14,3,2,0
5,32,16.5,2,3,12,3,5,0
4,22,2.5,0,3,16,3,4,0
5,27,6,2,3,14,4,3,0
5,27,2.5,1,2,12,3,3,0
5,27,6,1,3,12,3,2,0
4,32,6,1,3,12,2,2,0
4,22,2.5,0,2,16,4,5,0
5,27,2.5,1,3,16,3,6,0
3,27,6,0,1,17,4,6,0
5,27,2.5,0,2,17,4,6,0
4,22,2.5,0,3,12,5,5,0
4,22,6,1,2,12,3,4,0
3,32,2.5,0,1,20,6,6,0
2,37,23,5.5,2,14,3,4,0
3,42,23,4,3,12,2,2,0
4,22,2.5,1,1,12,3,3,0
5,42,16.5,4,3,16,4,2,0
5,22,0.5,0,3,14,3,5,0
4,22,0.5,0,2,12,2,5,0
4,27,6,2,3,12,4,5,0
5,27,2.5,0,4,16,3,1,0
4,22,2.5,0,3,12,5,2,0
3,22,0.5,0,3,14,3,5,0
5,27,2.5,0,2,16,3,5,0
5,27,0.5,0,2,20,4,2,0
